Switch;qsort;milliSec;2500;10;10;250;5;auf;left
10;38
20;38
30;38
40;38
50;38
60;38
70;38
80;38
90;38
100;38
110;38
120;38
130;38
140;41
150;38
160;38
170;38
180;38
190;38
200;38
210;38
220;38
230;38
240;38
250;38
260;38
270;38
280;38
290;38
300;37
310;38
320;38
330;38
340;38
350;38
360;37
370;38
380;38
390;37
400;38
410;37
420;38
430;39
440;37
450;37
460;37
470;37
480;37
490;37
500;38
510;37
520;37
530;37
540;37
550;37
560;37
570;38
580;37
590;36
600;37
610;38
620;37
630;37
640;37
650;37
660;37
670;37
680;37
690;36
700;37
710;37
720;36
730;36
740;36
750;36
760;36
770;36
780;37
790;36
800;36
810;36
820;36
830;36
840;36
850;36
860;36
870;36
880;36
890;36
900;36
910;36
920;36
930;36
940;36
950;36
960;35
970;35
980;35
990;35
1000;35
1010;36
1020;35
1030;35
1040;35
1050;35
1060;35
1070;35
1080;35
1090;35
1100;35
1110;34
1120;35
1130;34
1140;35
1150;34
1160;37
1170;35
1180;34
1190;34
1200;34
1210;34
1220;34
1230;34
1240;34
1250;35
1260;34
1270;33
1280;33
1290;33
1300;33
1310;34
1320;34
1330;35
1340;33
1350;33
1360;33
1370;33
1380;33
1390;33
1400;33
1410;33
1420;33
1430;33
1440;32
1450;32
1460;32
1470;32
1480;32
1490;34
1500;33
1510;32
1520;32
1530;32
1540;32
1550;31
1560;31
1570;31
1580;31
1590;31
1600;31
1610;31
1620;31
1630;31
1640;31
1650;30
1660;31
1670;30
1680;30
1690;30
1700;30
1710;31
1720;31
1730;30
1740;30
1750;32
1760;30
1770;30
1780;29
1790;30
1800;31
1810;31
1820;31
1830;29
1840;29
1850;29
1860;29
1870;28
1880;29
1890;29
1900;30
1910;29
1920;28
1930;28
1940;28
1950;28
1960;28
1970;29
1980;29
1990;29
2000;29
2010;30
2020;31
2030;30
2040;30
2050;30
2060;29
2070;29
2080;30
2090;29
2100;29
2110;30
2120;29
2130;29
2140;28
2150;28
2160;28
2170;28
2180;28
2190;28
2200;28
2210;28
2220;28
2230;28
2240;28
2250;27
2260;27
2270;27
2280;27
2290;27
2300;27
2310;27
2320;27
2330;26
2340;26
2350;26
2360;26
2370;26
2380;26
2390;26
2400;25
2410;25
2420;25
2430;25
2440;25
2450;25
2460;25
2470;24
2480;24
2490;24
2500;24
