Elements;insertionS;milliSec;21000;1000;100;5;auf
21000;3032
22000;3065
23000;3381
24000;3743
25000;4298
26000;4491
27000;4906
28000;5388
29000;5808
30000;6731
40000;11435
50000;17926
60000;27730
70000;34608
