Elements;qsort;milliSec;1000;1000;15;20;rand;left;0
1000;0
2000;1
3000;1
4000;1
5000;1
6000;2
7000;2
8000;2
9000;3
10000;3
11000;4
12000;5
13000;5
14000;5
15000;5
