Elements;qsort;milliSec;1000;1000;15;20;rand;median;0
1000;4
2000;29
3000;36
4000;65
5000;177
6000;393
7000;403
8000;454
9000;1009
10000;916
11000;1325
12000;1648
13000;1526
14000;1731
15000;3705
