Elements;qsort;milliSec;1000;1000;15;20;rand;right;0
1000;5
2000;22
3000;32
4000;89
5000;101
6000;362
7000;408
8000;753
9000;902
10000;1208
11000;1037
12000;1368
13000;1601
14000;2626
15000;2682
