Switch;qsort;milliSec;100000;5;5;100;20;rand;left
5;41
10;40
15;39
20;39
25;39
30;39
35;40
40;40
45;41
50;41
55;42
60;43
65;43
70;43
75;45
80;44
85;46
90;46
95;48
100;47
105;54
110;50
115;50
120;51
125;52
130;52
135;52
140;53
145;56
150;53
155;56
160;58
165;57
170;57
175;59
180;60
185;59
190;60
195;61
200;64
205;65
210;66
215;64
220;65
225;65
230;68
235;70
240;68
245;69
250;69
255;69
260;73
265;73
270;74
275;72
280;75
285;75
290;78
295;76
300;79
305;80
310;80
315;81
320;81
325;82
