Elements;qsort;milliSec;10000;10000;40;20;rand;right;0
10000;5
20000;13
30000;23
40000;35
50000;48
60000;54
70000;63
80000;81
90000;88
100000;101
110000;110
120000;114
130000;119
140000;132
150000;138
160000;149
170000;158
180000;181
190000;179
200000;187
210000;212
220000;219
230000;238
240000;237
250000;267
260000;250
270000;262
280000;289
290000;292
300000;319
310000;336
320000;330
330000;334
340000;350
350000;376
360000;351
370000;383
380000;392
390000;416
400000;413
